,search term,actual_words_searched,num_occur,percentage_of_terms,td-idf,word_order,"('num_occur', 'index', 0)","('num_occur', 'score', 0)","('num_occur', 'index', 1)","('num_occur', 'score', 1)","('num_occur', 'index', 2)","('num_occur', 'score', 2)","('num_occur', 'index', 3)","('num_occur', 'score', 3)","('num_occur', 'index', 4)","('num_occur', 'score', 4)","('percentage_of_terms', 'index', 0)","('percentage_of_terms', 'score', 0)","('percentage_of_terms', 'index', 1)","('percentage_of_terms', 'score', 1)","('percentage_of_terms', 'index', 2)","('percentage_of_terms', 'score', 2)","('percentage_of_terms', 'index', 3)","('percentage_of_terms', 'score', 3)","('percentage_of_terms', 'index', 4)","('percentage_of_terms', 'score', 4)","('td-idf', 'index', 0)","('td-idf', 'score', 0)","('td-idf', 'index', 1)","('td-idf', 'score', 1)","('td-idf', 'index', 2)","('td-idf', 'score', 2)","('td-idf', 'index', 3)","('td-idf', 'score', 3)","('td-idf', 'index', 4)","('td-idf', 'score', 4)","('word_order', 'index', 0)","('word_order', 'score', 0)","('word_order', 'index', 1)","('word_order', 'score', 1)","('word_order', 'index', 2)","('word_order', 'score', 2)",truth,"('word_order', 'index', 3)","('word_order', 'score', 3)","('word_order', 'index', 4)","('word_order', 'score', 4)"
0,china daily says vermin eat,"['china', 'daily', 'says', 'vermin', 'eat']","[(183, 5), (40, 4), (569, 3), (710, 3), (342, 2), (148, 2), (370, 2), (82, 2), (94, 2), (135, 2), (223, 2), (244, 2), (266, 2), (284, 2), (352, 2), (378, 2), (424, 2), (449, 2), (641, 2), (642, 2), (657, 2), (659, 2), (675, 2), (793, 2), (1, 1), (13, 1), (14, 1), (28, 1), (236, 1), (281, 1), (293, 1), (302, 1), (567, 1), (612, 1), (720, 1), (721, 1), (733, 1), (736, 1), (32, 1), (38, 1), (169, 1), (323, 1), (379, 1), (626, 1), (649, 1), (700, 1), (920, 1), (10, 1), (24, 1), (36, 1), (195, 1), (202, 1), (215, 1), (220, 1), (262, 1), (268, 1), (318, 1), (338, 1), (345, 1), (349, 1), (408, 1), (431, 1), (455, 1), (457, 1), (474, 1), (661, 1), (676, 1), (696, 1), (702, 1), (711, 1), (729, 1), (809, 1), (914, 1), (956, 1)]","[(1, 1.0), (13, 0.4), (14, 0.4), (281, 0.4), (293, 0.4), (720, 0.4), (721, 0.4), (736, 0.4), (28, 0.2), (40, 0.2), (236, 0.2), (302, 0.2), (342, 0.2), (567, 0.2), (569, 0.2), (612, 0.2), (710, 0.2), (733, 0.2), (32, 0.2), (38, 0.2), (148, 0.2), (169, 0.2), (183, 0.2), (323, 0.2), (370, 0.2), (379, 0.2), (626, 0.2), (649, 0.2), (700, 0.2), (920, 0.2), (10, 0.2), (24, 0.2), (36, 0.2), (82, 0.2), (94, 0.2), (135, 0.2), (195, 0.2), (202, 0.2), (215, 0.2), (220, 0.2), (223, 0.2), (244, 0.2), (262, 0.2), (266, 0.2), (268, 0.2), (284, 0.2), (318, 0.2), (338, 0.2), (345, 0.2), (349, 0.2), (352, 0.2), (378, 0.2), (408, 0.2), (424, 0.2), (431, 0.2), (449, 0.2), (455, 0.2), (457, 0.2), (474, 0.2), (641, 0.2), (642, 0.2), (657, 0.2), (659, 0.2), (661, 0.2), (675, 0.2), (676, 0.2), (696, 0.2), (702, 0.2), (711, 0.2), (729, 0.2), (793, 0.2), (809, 0.2), (914, 0.2), (956, 0.2)]","[(675, 0.5095658223243495), (135, 0.4367707048494425), (223, 0.3397105482162331), (449, 0.3397105482162331), (266, 0.3057394933946098), (424, 0.3057394933946098), (657, 0.3057394933946098), (659, 0.3057394933946098), (94, 0.2779449939950998), (352, 0.2779449939950998), (378, 0.2779449939950998), (793, 0.2779449939950998), (244, 0.2547829111621748), (642, 0.2547829111621748), (82, 0.23518422568816139), (641, 0.23518422568816139), (710, 0.17464470086062053), (183, 0.15449338922285666), (40, 0.14740653650621185), (720, 0.11814200352336096), (1, 0.09715218236801365), (338, 0.09554359168581555), (676, 0.08492763705405827), (626, 0.07438570592211616), (148, 0.06985788034424822), (567, 0.06925565723783228), (13, 0.06694713532990454), (379, 0.06375917650467099), (302, 0.059952658504392124), (920, 0.059952658504392124), (370, 0.058639826566339745), (28, 0.05821490028687352), (293, 0.05821490028687352), (696, 0.0576866968669075), (349, 0.055588998799019955), (318, 0.054596338106180316), (474, 0.054596338106180316), (342, 0.05391715597039292), (262, 0.05271370575769134), (345, 0.05182025311773047), (10, 0.05095658223243496), (914, 0.050121228425345866), (809, 0.04931282151525964), (24, 0.04563276020815071), (202, 0.04496169020508967), (236, 0.04414096834938761), (281, 0.043061900478114055), (457, 0.043061900478114055), (721, 0.040574021412063364), (268, 0.03514247050512756), (736, 0.03433186427174592), (38, 0.029976329252196062), (195, 0.026819253806544714), (956, 0.02635685287884567), (36, 0.025267726726827255), (729, 0.02465641075762982), (455, 0.022647369881082208), (733, 0.021595850106420823), (612, 0.01998421950146404), (700, 0.017239605664353102), (220, 0.017080418625397196), (649, 0.016667336596656732), (323, 0.01653015687158137), (711, 0.016437607171753216), (169, 0.016328569592659645), (215, 0.015678948379210758), (284, 0.01548048067820809), (702, 0.013960707460941085), (661, 0.013649084526545079), (408, 0.013409626903272357), (431, 0.01198978405469058), (14, 0.010057220177454269), (569, 0.009248261212112677), (32, 0.00867565468638072)]","[(1, 5), (293, 1), (720, 1), (721, 1), (736, 0), (13, 0), (14, 0), (281, 0)]",183,5,40,4,569,3,710,3,342,2,1,1.0,13,0.4,14,0.4,281,0.4,293,0.4,675,0.5095658223243495,135,0.4367707048494425,223,0.3397105482162331,449,0.3397105482162331,266,0.3057394933946098,1,5,293.0,1.0,720.0,1.0,1,721.0,1.0,736.0,0.0
0,japan revise longterm energy demand,"['japan', 'revise', 'longterm', 'energy', 'demand']","[(728, 10), (0, 9), (282, 8), (691, 8), (272, 8), (702, 7), (387, 7), (328, 5), (569, 5), (761, 5), (169, 4), (299, 4), (640, 4), (698, 4), (802, 4), (75, 4), (123, 4), (2, 3), (27, 3), (42, 3), (285, 3), (317, 3), (359, 3), (370, 3), (382, 3), (690, 3), (803, 3), (217, 3), (621, 3), (38, 2), (43, 2), (157, 2), (174, 2), (202, 2), (279, 2), (284, 2), (307, 2), (325, 2), (331, 2), (431, 2), (490, 2), (684, 2), (686, 2), (695, 2), (709, 2), (713, 2), (755, 2), (80, 2), (204, 2), (663, 2), (268, 2), (364, 2), (919, 2), (958, 2), (990, 2), (742, 2), (14, 1), (28, 1), (32, 1), (59, 1), (83, 1), (250, 1), (273, 1), (322, 1), (332, 1), (384, 1), (434, 1), (479, 1), (493, 1), (599, 1), (602, 1), (603, 1), (608, 1), (612, 1), (681, 1), (687, 1), (689, 1), (696, 1), (701, 1), (733, 1), (745, 1), (767, 1), (692, 1), (101, 1), (141, 1), (258, 1), (430, 1), (635, 1), (711, 1), (826, 1), (842, 1), (871, 1), (918, 1), (985, 1), (10, 1), (136, 1), (186, 1), (209, 1), (257, 1), (271, 1), (294, 1), (415, 1), (444, 1), (644, 1), (693, 1), (791, 1), (914, 1), (935, 1), (4, 1), (9, 1), (19, 1), (33, 1), (50, 1), (52, 1), (85, 1), (184, 1), (342, 1), (368, 1), (447, 1), (544, 1), (765, 1), (956, 1)]","[(2, 1.0), (14, 0.4), (279, 0.4), (285, 0.4), (299, 0.4), (431, 0.4), (602, 0.4), (681, 0.4), (690, 0.4), (695, 0.4), (701, 0.4), (713, 0.4), (767, 0.4), (663, 0.4), (985, 0.4), (272, 0.4), (0, 0.2), (27, 0.2), (28, 0.2), (32, 0.2), (38, 0.2), (42, 0.2), (43, 0.2), (59, 0.2), (83, 0.2), (157, 0.2), (169, 0.2), (174, 0.2), (202, 0.2), (250, 0.2), (273, 0.2), (282, 0.2), (284, 0.2), (307, 0.2), (317, 0.2), (322, 0.2), (325, 0.2), (328, 0.2), (331, 0.2), (332, 0.2), (359, 0.2), (370, 0.2), (382, 0.2), (384, 0.2), (434, 0.2), (479, 0.2), (490, 0.2), (493, 0.2), (569, 0.2), (599, 0.2), (603, 0.2), (608, 0.2), (612, 0.2), (640, 0.2), (684, 0.2), (686, 0.2), (687, 0.2), (689, 0.2), (691, 0.2), (696, 0.2), (698, 0.2), (702, 0.2), (709, 0.2), (728, 0.2), (733, 0.2), (745, 0.2), (755, 0.2), (761, 0.2), (802, 0.2), (803, 0.2), (692, 0.2), (80, 0.2), (101, 0.2), (141, 0.2), (204, 0.2), (258, 0.2), (430, 0.2), (635, 0.2), (711, 0.2), (826, 0.2), (842, 0.2), (871, 0.2), (918, 0.2), (10, 0.2), (136, 0.2), (186, 0.2), (209, 0.2), (217, 0.2), (257, 0.2), (268, 0.2), (271, 0.2), (294, 0.2), (364, 0.2), (415, 0.2), (444, 0.2), (621, 0.2), (644, 0.2), (693, 0.2), (791, 0.2), (914, 0.2), (919, 0.2), (935, 0.2), (958, 0.2), (990, 0.2), (4, 0.2), (9, 0.2), (19, 0.2), (33, 0.2), (50, 0.2), (52, 0.2), (75, 0.2), (85, 0.2), (123, 0.2), (184, 0.2), (342, 0.2), (368, 0.2), (387, 0.2), (447, 0.2), (544, 0.2), (742, 0.2), (765, 0.2), (956, 0.2)]","[(684, 0.29388161853201494), (919, 0.2868680668268443), (490, 0.26449345667881347), (709, 0.26449345667881347), (157, 0.22041121389901122), (272, 0.20001083578797874), (282, 0.17781072717903426), (958, 0.1621428203803902), (217, 0.13984818257808657), (317, 0.12798070484458715), (75, 0.12119300643085151), (935, 0.11300863238633259), (691, 0.10851013607335938), (359, 0.10579738267152539), (415, 0.1007914829391615), (690, 0.09844147028508364), (299, 0.09531295736173459), (43, 0.09280472164168893), (2, 0.09246190576836516), (101, 0.09187870559941141), (695, 0.09167163306949025), (713, 0.08965879887417406), (826, 0.08796897344624496), (268, 0.08573068663790748), (802, 0.08463790613722032), (702, 0.08454128752290842), (698, 0.08330502572561055), (728, 0.08063824898744314), (174, 0.08014953232691317), (202, 0.0777921931408275), (364, 0.07769343476560364), (687, 0.0696035412312667), (368, 0.0687537248021177), (27, 0.06781883504584961), (42, 0.06781883504584961), (80, 0.06410142251121725), (387, 0.06384274445910927), (430, 0.06360833464574636), (10, 0.06215474781248292), (186, 0.061135817520475005), (914, 0.061135817520475005), (258, 0.05906488217105019), (602, 0.05827007607420274), (370, 0.05791827518514164), (644, 0.056504316193166294), (307, 0.05627520354868372), (621, 0.05566096819028321), (692, 0.05544304068670672), (328, 0.05533335913782708), (755, 0.05397825646506397), (842, 0.05233597154396852), (0, 0.05208842691705298), (136, 0.051795623177069094), (447, 0.05107419556728742), (204, 0.05042124087772577), (696, 0.04990442578845537), (803, 0.04990442578845537), (761, 0.04862012071301718), (640, 0.04830930715594767), (285, 0.04457754887845171), (990, 0.04361736688595293), (169, 0.043007066126636344), (325, 0.041652512862805274), (635, 0.04053472305856386), (38, 0.03947663532519604), (257, 0.03925563019735763), (493, 0.03889609657041375), (28, 0.038332385025914996), (59, 0.038332385025914996), (693, 0.0380539272321324), (686, 0.036992091843190696), (4, 0.032501760815546545), (918, 0.030854789193832187), (956, 0.03082063525612172), (434, 0.03005607462259244), (765, 0.029304866309099342), (745, 0.028749288769436245), (85, 0.028601549517680958), (331, 0.02828807023302818), (431, 0.028040734821255842), (123, 0.02609630430445343), (294, 0.02607891516607675), (50, 0.025355983614965386), (663, 0.025001354473497342), (342, 0.023994588521544426), (711, 0.022228719096631794), (479, 0.022041121389901122), (19, 0.02128091481970309), (271, 0.02118911857243736), (279, 0.020141936280057015), (250, 0.019592107902134333), (209, 0.018370861422408746), (742, 0.017106189902919233), (791, 0.017028698030817236), (382, 0.015318153861707344), (871, 0.014980223739034468), (733, 0.014220078316065242), (141, 0.01420804725764094), (608, 0.013994362787238807), (52, 0.01344057778086511), (284, 0.01339207375588929), (612, 0.013158878441732013), (83, 0.013093735479149183), (332, 0.011807743601732744), (14, 0.011760505558256973), (444, 0.011165523559128669), (701, 0.010974832227336659), (544, 0.010332929739046589), (569, 0.010149403556362757), (184, 0.009741672179046647), (384, 0.00951415311794293), (599, 0.00951415311794293), (681, 0.00921441672605701), (9, 0.00900552566677612), (767, 0.008256798359607668), (603, 0.008014953232691318), (33, 0.007962569464833228), (985, 0.0074328351137424534), (32, 0.005712601656129881), (322, 0.005533335913782708), (689, 0.005453473333583783), (273, 0.005332529368524465)]","[(2, 7), (701, 0), (663, 0), (681, 0), (695, 0), (299, 0), (713, 0), (14, 0), (431, 0), (272, 0), (690, 0), (279, 0), (985, 0), (602, 0), (285, 0), (767, 0)]",728,10,0,9,282,8,691,8,272,8,2,1.0,14,0.4,279,0.4,285,0.4,299,0.4,684,0.29388161853201494,919,0.2868680668268443,490,0.26449345667881347,709,0.26449345667881347,157,0.22041121389901122,2,7,701.0,0.0,663.0,0.0,2,681.0,0.0,695.0,0.0
0,thai trade deficit widens first,"['thai', 'trade', 'deficit', 'widens', 'first']","[(273, 21), (544, 10), (761, 8), (858, 7), (224, 6), (545, 6), (854, 6), (38, 5), (282, 5), (698, 5), (446, 5), (933, 5), (3, 4), (14, 4), (27, 4), (42, 4), (542, 4), (767, 4), (708, 4), (13, 4), (85, 4), (552, 4), (956, 4), (291, 3), (382, 3), (453, 3), (455, 3), (457, 3), (737, 3), (279, 3), (649, 3), (711, 3), (37, 3), (54, 3), (75, 3), (144, 3), (204, 3), (238, 3), (502, 3), (644, 3), (746, 3), (800, 3), (842, 3), (959, 3), (989, 3), (28, 2), (18, 2), (59, 2), (169, 2), (174, 2), (186, 2), (223, 2), (250, 2), (253, 2), (284, 2), (314, 2), (316, 2), (322, 2), (324, 2), (328, 2), (384, 2), (385, 2), (402, 2), (449, 2), (450, 2), (451, 2), (492, 2), (702, 2), (704, 2), (745, 2), (984, 2), (367, 2), (431, 2), (792, 2), (92, 2), (136, 2), (141, 2), (173, 2), (175, 2), (230, 2), (249, 2), (420, 2), (423, 2), (452, 2), (454, 2), (503, 2), (508, 2), (523, 2), (635, 2), (639, 2), (705, 2), (785, 2), (806, 2), (808, 2), (872, 2), (875, 2), (918, 2), (948, 2), (971, 2), (986, 2), (997, 2), (694, 1), (748, 1), (0, 1), (2, 1), (6, 1), (19, 1), (29, 1), (30, 1), (52, 1), (111, 1), (157, 1), (170, 1), (190, 1), (202, 1), (215, 1), (236, 1), (237, 1), (246, 1), (285, 1), (310, 1), (325, 1), (332, 1), (336, 1), (342, 1), (360, 1), (401, 1), (432, 1), (447, 1), (448, 1), (463, 1), (484, 1), (490, 1), (493, 1), (500, 1), (519, 1), (584, 1), (624, 1), (631, 1), (663, 1), (680, 1), (681, 1), (689, 1), (692, 1), (701, 1), (710, 1), (713, 1), (717, 1), (722, 1), (728, 1), (735, 1), (742, 1), (744, 1), (747, 1), (756, 1), (758, 1), (763, 1), (765, 1), (777, 1), (783, 1), (802, 1), (803, 1), (917, 1), (923, 1), (17, 1), (32, 1), (33, 1), (83, 1), (252, 1), (361, 1), (377, 1), (543, 1), (725, 1), (755, 1), (8, 1), (9, 1), (11, 1), (50, 1), (69, 1), (99, 1), (148, 1), (182, 1), (193, 1), (196, 1), (210, 1), (217, 1), (258, 1), (286, 1), (290, 1), (294, 1), (305, 1), (307, 1), (311, 1), (323, 1), (343, 1), (351, 1), (362, 1), (374, 1), (383, 1), (387, 1), (389, 1), (419, 1), (430, 1), (472, 1), (479, 1), (486, 1), (499, 1), (522, 1), (539, 1), (572, 1), (579, 1), (581, 1), (587, 1), (626, 1), (721, 1), (729, 1), (779, 1), (797, 1), (798, 1), (822, 1), (863, 1), (892, 1), (895, 1), (926, 1), (945, 1), (949, 1), (951, 1), (957, 1), (985, 1), (992, 1), (996, 1)]","[(701, 1.2), (3, 1.0), (923, 0.8), (18, 0.6), (250, 0.6), (322, 0.6), (336, 0.6), (385, 0.6), (519, 0.6), (689, 0.6), (717, 0.6), (722, 0.6), (28, 0.4), (748, 0.4), (0, 0.4), (6, 0.4), (52, 0.4), (169, 0.4), (190, 0.4), (215, 0.4), (273, 0.4), (285, 0.4), (291, 0.4), (332, 0.4), (382, 0.4), (384, 0.4), (402, 0.4), (457, 0.4), (663, 0.4), (680, 0.4), (681, 0.4), (713, 0.4), (728, 0.4), (737, 0.4), (742, 0.4), (756, 0.4), (765, 0.4), (767, 0.4), (802, 0.4), (803, 0.4), (33, 0.4), (543, 0.4), (649, 0.4), (694, 0.2), (2, 0.2), (14, 0.2), (19, 0.2), (27, 0.2), (29, 0.2), (30, 0.2), (38, 0.2), (42, 0.2), (59, 0.2), (111, 0.2), (157, 0.2), (170, 0.2), (174, 0.2), (186, 0.2), (202, 0.2), (223, 0.2), (236, 0.2), (237, 0.2), (246, 0.2), (253, 0.2), (282, 0.2), (284, 0.2), (310, 0.2), (314, 0.2), (316, 0.2), (324, 0.2), (325, 0.2), (328, 0.2), (342, 0.2), (360, 0.2), (401, 0.2), (432, 0.2), (447, 0.2), (448, 0.2), (449, 0.2), (450, 0.2), (451, 0.2), (453, 0.2), (455, 0.2), (463, 0.2), (484, 0.2), (490, 0.2), (492, 0.2), (493, 0.2), (500, 0.2), (542, 0.2), (544, 0.2), (584, 0.2), (624, 0.2), (631, 0.2), (692, 0.2), (698, 0.2), (702, 0.2), (704, 0.2), (710, 0.2), (735, 0.2), (744, 0.2), (745, 0.2), (747, 0.2), (758, 0.2), (761, 0.2), (763, 0.2), (777, 0.2), (783, 0.2), (917, 0.2), (984, 0.2), (17, 0.2), (32, 0.2), (83, 0.2), (252, 0.2), (279, 0.2), (361, 0.2), (367, 0.2), (377, 0.2), (431, 0.2), (708, 0.2), (711, 0.2), (725, 0.2), (755, 0.2), (792, 0.2), (8, 0.2), (9, 0.2), (11, 0.2), (13, 0.2), (37, 0.2), (50, 0.2), (54, 0.2), (69, 0.2), (75, 0.2), (85, 0.2), (92, 0.2), (99, 0.2), (136, 0.2), (141, 0.2), (144, 0.2), (148, 0.2), (173, 0.2), (175, 0.2), (182, 0.2), (193, 0.2), (196, 0.2), (204, 0.2), (210, 0.2), (217, 0.2), (224, 0.2), (230, 0.2), (238, 0.2), (249, 0.2), (258, 0.2), (286, 0.2), (290, 0.2), (294, 0.2), (305, 0.2), (307, 0.2), (311, 0.2), (323, 0.2), (343, 0.2), (351, 0.2), (362, 0.2), (374, 0.2), (383, 0.2), (387, 0.2), (389, 0.2), (419, 0.2), (420, 0.2), (423, 0.2), (430, 0.2), (446, 0.2), (452, 0.2), (454, 0.2), (472, 0.2), (479, 0.2), (486, 0.2), (499, 0.2), (502, 0.2), (503, 0.2), (508, 0.2), (522, 0.2), (523, 0.2), (539, 0.2), (545, 0.2), (552, 0.2), (572, 0.2), (579, 0.2), (581, 0.2), (587, 0.2), (626, 0.2), (635, 0.2), (639, 0.2), (644, 0.2), (705, 0.2), (721, 0.2), (729, 0.2), (746, 0.2), (779, 0.2), (785, 0.2), (797, 0.2), (798, 0.2), (800, 0.2), (806, 0.2), (808, 0.2), (822, 0.2), (842, 0.2), (854, 0.2), (858, 0.2), (863, 0.2), (872, 0.2), (875, 0.2), (892, 0.2), (895, 0.2), (918, 0.2), (926, 0.2), (933, 0.2), (945, 0.2), (948, 0.2), (949, 0.2), (951, 0.2), (956, 0.2), (957, 0.2), (959, 0.2), (971, 0.2), (985, 0.2), (986, 0.2), (989, 0.2), (992, 0.2), (996, 0.2), (997, 0.2)]","[(552, 0.36954211323937414), (223, 0.24728127372797265), (449, 0.24728127372797265), (785, 0.20324816228165576), (314, 0.1854609552959795), (450, 0.1854609552959795), (451, 0.1854609552959795), (875, 0.18477105661968707), (971, 0.18477105661968707), (933, 0.1722442053234371), (175, 0.16937346856804647), (503, 0.15634474021665828), (858, 0.15298248773888068), (452, 0.14517725877261126), (13, 0.13549877485443718), (705, 0.1311278466333263), (273, 0.12944615647755656), (457, 0.12918570143434216), (542, 0.12717322648867166), (361, 0.12229579735784392), (926, 0.11955774251862103), (291, 0.11911928314075705), (959, 0.11291564571203097), (490, 0.11127657317758771), (454, 0.10986387150359772), (37, 0.10512835980085643), (324, 0.10351309132798855), (30, 0.10116052107053428), (367, 0.10024245685069173), (737, 0.09995811259753562), (989, 0.09995811259753562), (523, 0.09678483918174083), (420, 0.09453402896821199), (282, 0.0935097253593174), (446, 0.09323310196406229), (545, 0.09309076135037668), (157, 0.09273047764798975), (581, 0.09238552830984353), (644, 0.09238552830984353), (806, 0.09238552830984353), (917, 0.08902125854207016), (694, 0.08901554899457514), (698, 0.08761934895873047), (519, 0.08745944446353737), (763, 0.08559736398275977), (249, 0.08468673428402324), (486, 0.08468673428402324), (38, 0.08304221878924455), (854, 0.08184489756308286), (238, 0.0812992649126623), (389, 0.0812992649126623), (842, 0.07718284643607182), (986, 0.0766974197289267), (27, 0.07608654576245313), (42, 0.07608654576245313), (708, 0.07411866506535994), (186, 0.0729682447066149), (3, 0.07008557320057095), (956, 0.07008557320057095), (316, 0.06847789118620783), (579, 0.06774938742721859), (174, 0.06744034738035619), (54, 0.06700488866428213), (144, 0.06700488866428213), (92, 0.06663874173169042), (761, 0.06545680775152217), (85, 0.06503941193012984), (453, 0.06482130476364333), (59, 0.06450815836381896), (544, 0.06432171859976167), (401, 0.06358661324433583), (539, 0.06351505071301743), (173, 0.06253789608666331), (224, 0.060671093218404706), (230, 0.060671093218404706), (992, 0.059778871259310515), (492, 0.05934750569471344), (28, 0.05891251080627703), (800, 0.05752306479669503), (136, 0.056457822856015485), (587, 0.056457822856015485), (792, 0.05609898961368987), (872, 0.05568442802237144), (758, 0.055638286588793856), (725, 0.054596338106180316), (75, 0.05167326159703113), (951, 0.05081204057041394), (945, 0.04957272250772092), (455, 0.049456254745594536), (402, 0.04931282151525964), (711, 0.04931282151525964), (745, 0.04838111877286422), (360, 0.0473517332670586), (343, 0.047267014484105994), (17, 0.046324165665849966), (69, 0.04619276415492177), (351, 0.0432442898471608), (423, 0.04234336714201162), (252, 0.04188212238282325), (286, 0.041479216792174645), (923, 0.040765265785947975), (383, 0.04064963245633115), (635, 0.039852580839540346), (713, 0.03772087226358905), (626, 0.03763854857067699), (204, 0.03717954188079069), (193, 0.03695421132393741), (639, 0.034159355005320295), (377, 0.0335977465268802), (253, 0.033466638549650436), (202, 0.032728403875761085), (493, 0.032728403875761085), (783, 0.032728403875761085), (710, 0.03225407918190948), (29, 0.031793306622167915), (447, 0.031793306622167915), (500, 0.031793306622167915), (182, 0.03175752535650871), (508, 0.031511342989403994), (948, 0.031511342989403994), (430, 0.031268948043331656), (755, 0.031197907489245894), (237, 0.03091015921599658), (463, 0.03091015921599658), (419, 0.030795176103281176), (822, 0.030335546609202353), (918, 0.030335546609202353), (250, 0.030110838856541595), (484, 0.02967375284735672), (14, 0.02928330873094413), (624, 0.02928330873094413), (258, 0.02903545175452225), (522, 0.02903545175452225), (722, 0.028626501729810672), (767, 0.02824383310804709), (680, 0.02784221401118572), (246, 0.027140627604289685), (8, 0.027099754970887437), (448, 0.02618272310060887), (704, 0.02618272310060887), (472, 0.02605745670277638), (279, 0.02583714028686843), (217, 0.02540602028520697), (649, 0.025300601113899056), (765, 0.025060614212672933), (432, 0.025005971500581505), (169, 0.024856869381675594), (808, 0.02478636125386046), (631, 0.024728127372797268), (802, 0.02445915947156878), (236, 0.024456389709359937), (431, 0.02397956810938116), (798, 0.0225831291424062), (170, 0.022480115793452063), (384, 0.02199564700680646), (997, 0.021737771367022006), (307, 0.0216221449235804), (543, 0.020798604992830597), (984, 0.02060677281066439), (721, 0.020530117402187454), (385, 0.020324816228165576), (957, 0.020324816228165576), (702, 0.02032448825161419), (692, 0.019870816638854944), (2, 0.019185616065101326), (311, 0.019174354932231675), (328, 0.018623694255663212), (996, 0.018310645250599618), (895, 0.017828786165057522), (382, 0.01770692046686929), (148, 0.01767375324188311), (325, 0.017523869791746093), (744, 0.01738696455899808), (479, 0.016937346856804647), (747, 0.016485418248531513), (729, 0.016390980829165788), (797, 0.016390980829165788), (746, 0.01613080653029014), (584, 0.01612703959095474), (215, 0.015678948379210758), (502, 0.015397588051640588), (949, 0.015167773304601177), (83, 0.015135618484881673), (18, 0.01511138753023463), (99, 0.014944717814827629), (342, 0.014936452775515127), (756, 0.014835632283332538), (50, 0.014414763282386934), (499, 0.014313250864905336), (294, 0.014213158201514389), (141, 0.013968945861282183), (332, 0.013649084526545079), (892, 0.013549877485443718), (19, 0.013247211092569964), (803, 0.012782903288154452), (310, 0.012717322648867166), (11, 0.012624109458487935), (285, 0.012502985750290753), (190, 0.012243865197690107), (362, 0.012026518478204483), (863, 0.011816753621026499), (748, 0.011748448686800911), (735, 0.011651997191370441), (52, 0.011493965917090593), (284, 0.011268513739502552), (777, 0.01107229583856594), (663, 0.010690192076734608), (290, 0.009963145209885086), (374, 0.009963145209885086), (305, 0.009818751801046171), (717, 0.009453402896821199), (728, 0.009321326018128347), (322, 0.00850410720843748), (701, 0.008433533704633019), (323, 0.008364121904594889), (210, 0.00829584335843493), (6, 0.00797051616790807), (196, 0.007728067006907063), (32, 0.006603444781741032), (336, 0.00563014299949185), (779, 0.005568442802237145), (111, 0.00549513941617717), (681, 0.005238354697980819), (387, 0.005184902099021831), (9, 0.005119601065029112), (742, 0.00486239622683387), (33, 0.004526685128767389), (0, 0.004447443375966209), (985, 0.004225533519369143), (689, 0.004190683758384655), (572, 0.0013495893909804498)]","[(273, 6), (3, 5), (384, 2), (385, 2), (291, 2), (717, 2), (767, 2), (402, 1), (663, 1), (802, 1), (169, 1), (689, 1), (52, 1), (701, 1), (322, 1), (457, 1), (336, 1), (722, 1), (728, 1), (250, 1), (382, 1), (0, 0), (6, 0), (519, 0), (649, 0), (18, 0), (923, 0), (28, 0), (285, 0), (543, 0), (33, 0), (803, 0), (680, 0), (681, 0), (190, 0), (713, 0), (332, 0), (215, 0), (737, 0), (742, 0), (748, 0), (756, 0), (765, 0)]",273,21,544,10,761,8,858,7,224,6,701,1.2,3,1.0,923,0.8,18,0.6,250,0.6,552,0.36954211323937414,223,0.24728127372797265,449,0.24728127372797265,785,0.20324816228165576,314,0.1854609552959795,273,6,3.0,5.0,384.0,2.0,3,385.0,2.0,291.0,2.0
